Period,Date_Range,Environment,Time,PPFD
Nov 2004,02-03/11/2004,MO 1.2m,7:50,120.7
Nov 2004,02-03/11/2004,MO 1.2m,8:00,119.8
Nov 2004,02-03/11/2004,MO 1.2m,8:10,111.6
Nov 2004,02-03/11/2004,MO 1.2m,8:20,112.5
Nov 2004,02-03/11/2004,MO 1.2m,8:30,131.0
Nov 2004,02-03/11/2004,MO 1.2m,8:40,158.2
Nov 2004,02-03/11/2004,MO 1.2m,8:50,170.4
Nov 2004,02-03/11/2004,MO 1.2m,9:00,178.6
Nov 2004,02-03/11/2004,MO 1.2m,9:10,189.1
Nov 2004,02-03/11/2004,MO 1.2m,9:20,199.5
Nov 2004,02-03/11/2004,MO 1.2m,9:30,200.4
Nov 2004,02-03/11/2004,MO 1.2m,9:40,200.2
Nov 2004,02-03/11/2004,MO 1.2m,9:50,201.0
Nov 2004,10-11/11/2004,MO 1.2m,10:00,343.8
Nov 2004,10-11/11/2004,MO 1.2m,10:10,366.2
Nov 2004,10-11/11/2004,MO 1.2m,10:20,483.9
Nov 2004,10-11/11/2004,MO 1.2m,10:30,397.3
Nov 2004,10-11/11/2004,MO 1.2m,10:40,299.8
Nov 2004,10-11/11/2004,MO 1.2m,10:50,280.4
Nov 2004,10-11/11/2004,MO 1.2m,11:00,287.3
Nov 2004,10-11/11/2004,MO 1.2m,11:10,257.2
Nov 2004,10-11/11/2004,MO 1.2m,11:20,274.6
Nov 2004,10-11/11/2004,MO 1.2m,11:30,296.6
Nov 2004,10-11/11/2004,MO 1.2m,11:40,257.4
Nov 2004,10-11/11/2004,MO 1.2m,11:50,240.7
Nov 2004,10-11/11/2004,MO 1.2m,12:00,257.6
Nov 2004,10-11/11/2004,MO 1.2m,12:10,219.0
Nov 2004,10-11/11/2004,MO 1.2m,12:20,246.0
Nov 2004,10-11/11/2004,MO 1.2m,12:30,220.5
Nov 2004,10-11/11/2004,MO 1.2m,12:40,279.1
Nov 2004,10-11/11/2004,MO 1.2m,12:50,208.1
Nov 2004,10-11/11/2004,MO 1.2m,13:00,179.3
Nov 2004,10-11/11/2004,MO 1.2m,13:10,242.2
Nov 2004,10-11/11/2004,MO 1.2m,13:20,261.7
Nov 2004,10-11/11/2004,MO 1.2m,13:30,211.7
Nov 2004,10-11/11/2004,MO 1.2m,13:40,178.6
Nov 2004,10-11/11/2004,MO 1.2m,13:50,182.3
Nov 2004,10-11/11/2004,MO 1.2m,14:00,174.1
Nov 2004,10-11/11/2004,MO 1.2m,14:10,167.5
Nov 2004,10-11/11/2004,MO 1.2m,14:20,161.9
Nov 2004,10-11/11/2004,MO 1.2m,14:30,188.2
Nov 2004,10-11/11/2004,MO 1.2m,14:40,212.3
Nov 2004,10-11/11/2004,MO 1.2m,14:50,191.8
Nov 2004,10-11/11/2004,MO 1.2m,15:00,168.5
Nov 2004,10-11/11/2004,MO 1.2m,15:10,162.6
Nov 2004,10-11/11/2004,MO 1.2m,15:20,155.0
Nov 2004,10-11/11/2004,MO 1.2m,15:30,169.9
Nov 2004,10-11/11/2004,MO 1.2m,15:40,175.8
Nov 2004,10-11/11/2004,MO 1.2m,15:50,183.7
Nov 2004,10-11/11/2004,MO 1.2m,16:00,203.6
Nov 2004,10-11/11/2004,MO 1.2m,16:10,173.7
Nov 2004,10-11/11/2004,MO 1.2m,16:20,182.5
Nov 2004,10-11/11/2004,MO 1.2m,16:30,215.7
Nov 2004,10-11/11/2004,MO 1.2m,16:40,193.4
Nov 2004,10-11/11/2004,MO 1.2m,16:50,153.8
Nov 2004,10-11/11/2004,MO 1.2m,17:00,155.7
Nov 2004,10-11/11/2004,MO 1.2m,17:10,136.5
Nov 2004,10-11/11/2004,MO 1.2m,17:20,84.94
Nov 2004,10-11/11/2004,MO 1.2m,17:30,78.62
Nov 2004,10-11/11/2004,MO 1.2m,17:40,58.6
Nov 2004,10-11/11/2004,MO 1.2m,17:50,52.85
Nov 2004,10-11/11/2004,MO 1.2m,18:00,55.18
Nov 2004,10-11/11/2004,MO 1.2m,18:10,37.49
Nov 2004,10-11/11/2004,MO 1.2m,18:20,47.04
Nov 2004,10-11/11/2004,MO 1.2m,18:30,22.13
Nov 2004,10-11/11/2004,MO 1.2m,18:40,13.62
Nov 2004,10-11/11/2004,MO 1.2m,18:50,2.11
Nov 2004,10-11/11/2004,MO 1.2m,5:50,1.671
Nov 2004,10-11/11/2004,MO 1.2m,6:00,3.248
Nov 2004,10-11/11/2004,MO 1.2m,6:10,6.31
Nov 2004,10-11/11/2004,MO 1.2m,6:20,10.17
Nov 2004,10-11/11/2004,MO 1.2m,6:30,14.25
Nov 2004,10-11/11/2004,MO 1.2m,6:40,19.59
Nov 2004,10-11/11/2004,MO 1.2m,6:50,22.78
Nov 2004,10-11/11/2004,MO 1.2m,7:00,57.55
Nov 2004,10-11/11/2004,MO 1.2m,7:10,75.26
Nov 2004,10-11/11/2004,MO 1.2m,7:20,120.1
Nov 2004,10-11/11/2004,MO 1.2m,7:30,141.7
Nov 2004,10-11/11/2004,MO 1.2m,7:40,101.7
Nov 2004,10-11/11/2004,MO 1.2m,7:50,84.64
Nov 2004,10-11/11/2004,MO 1.2m,8:00,69.35
Nov 2004,10-11/11/2004,MO 1.2m,8:10,79.33
Nov 2004,10-11/11/2004,MO 1.2m,8:20,128.6
Nov 2004,10-11/11/2004,MO 1.2m,8:30,140.8
Nov 2004,10-11/11/2004,MO 1.2m,8:40,151.1
Nov 2004,10-11/11/2004,MO 1.2m,8:50,135.8
Nov 2004,10-11/11/2004,MO 1.2m,9:00,255.7
Nov 2004,10-11/11/2004,MO 1.2m,9:10,299.6
Nov 2004,10-11/11/2004,MO 1.2m,9:20,233.6
Nov 2004,10-11/11/2004,MO 1.2m,9:30,229.7
Nov 2004,10-11/11/2004,MO 1.2m,9:40,250.5
Nov 2004,10-11/11/2004,MO 1.2m,9:50,297.7
Nov 2004,11-12/11/2004,MO 1.2m,10:00,285.0
Nov 2004,11-12/11/2004,MO 1.2m,10:10,219.8
Nov 2004,11-12/11/2004,MO 1.2m,10:20,208.6
Nov 2004,11-12/11/2004,MO 1.2m,10:30,200.5
Nov 2004,11-12/11/2004,MO 1.2m,10:40,189.0
Nov 2004,11-12/11/2004,MO 1.2m,10:50,137.0
Nov 2004,11-12/11/2004,MO 1.2m,11:00,53.31
Nov 2004,11-12/11/2004,MO 1.2m,11:10,68.96
Nov 2004,11-12/11/2004,MO 1.2m,11:20,56.24
Nov 2004,11-12/11/2004,MO 1.2m,11:30,54.56
Nov 2004,11-12/11/2004,MO 1.2m,11:40,118.2
Nov 2004,11-12/11/2004,MO 1.2m,11:50,116.4
Nov 2004,11-12/11/2004,MO 1.2m,12:00,100.2
Nov 2004,11-12/11/2004,MO 1.2m,12:10,92.9
Nov 2004,11-12/11/2004,MO 1.2m,12:20,143.0
Nov 2004,11-12/11/2004,MO 1.2m,12:30,212.9
Nov 2004,11-12/11/2004,MO 1.2m,12:40,202.0
Nov 2004,11-12/11/2004,MO 1.2m,12:50,192.6
Nov 2004,11-12/11/2004,MO 1.2m,13:00,233.4
Nov 2004,11-12/11/2004,MO 1.2m,13:10,104.0
Nov 2004,11-12/11/2004,MO 1.2m,13:20,94.03
Nov 2004,11-12/11/2004,MO 1.2m,13:30,39.36
Nov 2004,11-12/11/2004,MO 1.2m,13:40,100.8
Nov 2004,11-12/11/2004,MO 1.2m,13:50,114.3
Nov 2004,11-12/11/2004,MO 1.2m,14:00,88.7
Nov 2004,11-12/11/2004,MO 1.2m,14:10,71.49
Nov 2004,11-12/11/2004,MO 1.2m,14:20,69.52
Nov 2004,11-12/11/2004,MO 1.2m,14:30,67.94
Nov 2004,11-12/11/2004,MO 1.2m,14:40,63.46
Nov 2004,11-12/11/2004,MO 1.2m,14:50,57.06
Nov 2004,11-12/11/2004,MO 1.2m,15:00,53.23
Nov 2004,11-12/11/2004,MO 1.2m,15:10,53.74
Nov 2004,11-12/11/2004,MO 1.2m,15:20,39.64
Nov 2004,11-12/11/2004,MO 1.2m,15:30,48.11
Nov 2004,11-12/11/2004,MO 1.2m,15:40,67.97
Nov 2004,11-12/11/2004,MO 1.2m,15:50,115.0
Nov 2004,11-12/11/2004,MO 1.2m,16:00,142.9
Nov 2004,11-12/11/2004,MO 1.2m,16:10,170.8
Nov 2004,11-12/11/2004,MO 1.2m,16:20,79.88
Nov 2004,11-12/11/2004,MO 1.2m,16:30,157.3
Nov 2004,11-12/11/2004,MO 1.2m,16:40,167.4
Nov 2004,11-12/11/2004,MO 1.2m,16:50,82.71
Nov 2004,11-12/11/2004,MO 1.2m,17:00,56.92
Nov 2004,11-12/11/2004,MO 1.2m,17:10,49.27
Nov 2004,11-12/11/2004,MO 1.2m,17:20,31.34
Nov 2004,11-12/11/2004,MO 1.2m,17:30,30.73
Nov 2004,11-12/11/2004,MO 1.2m,17:40,28.39
Nov 2004,11-12/11/2004,MO 1.2m,17:50,40.27
Nov 2004,11-12/11/2004,MO 1.2m,18:00,56.95
Nov 2004,11-12/11/2004,MO 1.2m,18:10,56.36
Nov 2004,11-12/11/2004,MO 1.2m,18:20,23.05
Nov 2004,11-12/11/2004,MO 1.2m,18:30,12.15
Nov 2004,11-12/11/2004,MO 1.2m,18:40,7.69
Nov 2004,11-12/11/2004,MO 1.2m,18:50,1.795
Nov 2004,11-12/11/2004,MO 1.2m,5:50,1.614
Nov 2004,11-12/11/2004,MO 1.2m,6:00,4.214
Nov 2004,11-12/11/2004,MO 1.2m,6:10,7.461
Nov 2004,11-12/11/2004,MO 1.2m,6:20,10.274
Nov 2004,11-12/11/2004,MO 1.2m,6:30,54.19
Nov 2004,11-12/11/2004,MO 1.2m,6:40,49.57
Nov 2004,11-12/11/2004,MO 1.2m,6:50,35.25
Nov 2004,11-12/11/2004,MO 1.2m,7:00,74.25
Nov 2004,11-12/11/2004,MO 1.2m,7:10,91.78
Nov 2004,11-12/11/2004,MO 1.2m,7:20,106.9
Nov 2004,11-12/11/2004,MO 1.2m,7:30,138.8
Nov 2004,11-12/11/2004,MO 1.2m,7:40,166.5
Nov 2004,11-12/11/2004,MO 1.2m,7:50,151.2
Nov 2004,11-12/11/2004,MO 1.2m,8:00,123.3
Nov 2004,11-12/11/2004,MO 1.2m,8:10,192.0
Nov 2004,11-12/11/2004,MO 1.2m,8:20,163.3
Nov 2004,11-12/11/2004,MO 1.2m,8:30,131.9
Nov 2004,11-12/11/2004,MO 1.2m,8:40,201.4
Nov 2004,11-12/11/2004,MO 1.2m,8:50,200.0
Nov 2004,11-12/11/2004,MO 1.2m,9:00,186.5
Nov 2004,11-12/11/2004,MO 1.2m,9:10,158.4
Nov 2004,11-12/11/2004,MO 1.2m,9:20,185.3
Nov 2004,11-12/11/2004,MO 1.2m,9:30,223.3
Nov 2004,11-12/11/2004,MO 1.2m,9:40,238.1
Nov 2004,11-12/11/2004,MO 1.2m,9:50,178.2
Nov 2004,04-05/11/2004,MO 2m,10:00,298.3
Nov 2004,04-05/11/2004,MO 2m,10:10,237.5
Nov 2004,04-05/11/2004,MO 2m,10:20,304.1
Nov 2004,04-05/11/2004,MO 2m,10:30,294.3
Nov 2004,04-05/11/2004,MO 2m,10:40,249.7
Nov 2004,04-05/11/2004,MO 2m,10:50,380.7
Nov 2004,04-05/11/2004,MO 2m,11:00,266.4
Nov 2004,04-05/11/2004,MO 2m,11:10,332.0
Nov 2004,04-05/11/2004,MO 2m,11:20,574.0
Nov 2004,04-05/11/2004,MO 2m,11:30,778.0
Nov 2004,04-05/11/2004,MO 2m,11:40,788.8
Nov 2004,04-05/11/2004,MO 2m,11:50,832.0
Nov 2004,04-05/11/2004,MO 2m,12:00,780.8
Nov 2004,04-05/11/2004,MO 2m,12:10,714.6
Nov 2004,04-05/11/2004,MO 2m,12:20,661.0
Nov 2004,04-05/11/2004,MO 2m,12:30,621.0
Nov 2004,04-05/11/2004,MO 2m,12:40,600.6
Nov 2004,04-05/11/2004,MO 2m,12:50,639.4
Nov 2004,04-05/11/2004,MO 2m,13:00,662.8
Nov 2004,04-05/11/2004,MO 2m,13:10,710.2
Nov 2004,04-05/11/2004,MO 2m,13:20,767.3
Nov 2004,04-05/11/2004,MO 2m,13:30,775.1
Nov 2004,04-05/11/2004,MO 2m,13:40,752.5
Nov 2004,04-05/11/2004,MO 2m,13:50,727.9
Nov 2004,04-05/11/2004,MO 2m,14:00,764.7
Nov 2004,04-05/11/2004,MO 2m,14:10,669.9
Nov 2004,04-05/11/2004,MO 2m,14:20,554.0
Nov 2004,04-05/11/2004,MO 2m,14:30,493.2
Nov 2004,04-05/11/2004,MO 2m,14:40,418.4
Nov 2004,04-05/11/2004,MO 2m,14:50,272.8
Nov 2004,04-05/11/2004,MO 2m,15:00,250.0
Nov 2004,04-05/11/2004,MO 2m,15:10,263.2
Nov 2004,04-05/11/2004,MO 2m,15:20,221.5
Nov 2004,04-05/11/2004,MO 2m,15:30,294.1
Nov 2004,04-05/11/2004,MO 2m,15:40,356.5
Nov 2004,04-05/11/2004,MO 2m,15:50,330.0
Nov 2004,04-05/11/2004,MO 2m,16:00,261.7
Nov 2004,04-05/11/2004,MO 2m,16:10,143.1
Nov 2004,04-05/11/2004,MO 2m,16:20,197.4
Nov 2004,04-05/11/2004,MO 2m,16:30,170.0
Nov 2004,04-05/11/2004,MO 2m,16:40,88.94
Nov 2004,04-05/11/2004,MO 2m,16:50,46.46
Nov 2004,04-05/11/2004,MO 2m,17:00,32.48
Nov 2004,04-05/11/2004,MO 2m,17:10,22.54
Nov 2004,04-05/11/2004,MO 2m,17:20,11.84
Nov 2004,04-05/11/2004,MO 2m,17:30,15.27
Nov 2004,04-05/11/2004,MO 2m,17:40,10.64
Nov 2004,04-05/11/2004,MO 2m,17:50,7.888
Nov 2004,04-05/11/2004,MO 2m,18:00,6.775
Nov 2004,04-05/11/2004,MO 2m,18:10,45.15
Nov 2004,04-05/11/2004,MO 2m,18:20,49.21
Nov 2004,04-05/11/2004,MO 2m,18:30,26.91
Nov 2004,04-05/11/2004,MO 2m,18:40,11.461
Nov 2004,04-05/11/2004,MO 2m,18:50,2.831
Nov 2004,04-05/11/2004,MO 2m,5:50,2.372
Nov 2004,04-05/11/2004,MO 2m,6:00,6.061
Nov 2004,04-05/11/2004,MO 2m,6:10,12.09
Nov 2004,04-05/11/2004,MO 2m,6:20,25.11
Nov 2004,04-05/11/2004,MO 2m,6:30,38.33
Nov 2004,04-05/11/2004,MO 2m,6:40,44.26
Nov 2004,04-05/11/2004,MO 2m,6:50,51.35
Nov 2004,04-05/11/2004,MO 2m,7:00,59.67
Nov 2004,04-05/11/2004,MO 2m,7:10,72.68
Nov 2004,04-05/11/2004,MO 2m,7:20,86.96
Nov 2004,04-05/11/2004,MO 2m,7:30,103.2
Nov 2004,04-05/11/2004,MO 2m,7:40,119.7
Nov 2004,04-05/11/2004,MO 2m,7:50,136.8
Nov 2004,04-05/11/2004,MO 2m,8:00,153.5
Nov 2004,04-05/11/2004,MO 2m,8:10,173.0
Nov 2004,04-05/11/2004,MO 2m,8:20,198.8
Nov 2004,04-05/11/2004,MO 2m,8:30,235.7
Nov 2004,04-05/11/2004,MO 2m,8:40,270.7
Nov 2004,04-05/11/2004,MO 2m,8:50,307.5
Nov 2004,04-05/11/2004,MO 2m,9:00,398.9
Nov 2004,04-05/11/2004,MO 2m,9:10,459.2
Nov 2004,04-05/11/2004,MO 2m,9:20,450.7
Nov 2004,04-05/11/2004,MO 2m,9:30,461.0
Nov 2004,04-05/11/2004,MO 2m,9:40,475.9
Nov 2004,04-05/11/2004,MO 2m,9:50,363.1
Nov 2004,09-10/11/2004,MO 2m,10:00,110.2
Nov 2004,09-10/11/2004,MO 2m,10:10,96.94
Nov 2004,09-10/11/2004,MO 2m,10:20,119.0
Nov 2004,09-10/11/2004,MO 2m,10:30,338.1
Nov 2004,09-10/11/2004,MO 2m,10:40,410.7
Nov 2004,09-10/11/2004,MO 2m,10:50,333.1
Nov 2004,09-10/11/2004,MO 2m,11:00,277.4
Nov 2004,09-10/11/2004,MO 2m,11:10,155.7
Nov 2004,09-10/11/2004,MO 2m,11:20,164.1
Nov 2004,09-10/11/2004,MO 2m,11:30,215.3
Nov 2004,09-10/11/2004,MO 2m,11:40,917.4
Nov 2004,09-10/11/2004,MO 2m,11:50,873.5
Nov 2004,09-10/11/2004,MO 2m,12:00,868.6
Nov 2004,09-10/11/2004,MO 2m,12:10,845.0
Nov 2004,09-10/11/2004,MO 2m,12:20,833.7
Nov 2004,09-10/11/2004,MO 2m,12:30,831.1
Nov 2004,09-10/11/2004,MO 2m,12:40,789.0
Nov 2004,09-10/11/2004,MO 2m,12:50,769.0
Nov 2004,09-10/11/2004,MO 2m,13:00,789.3
Nov 2004,09-10/11/2004,MO 2m,13:10,727.4
Nov 2004,09-10/11/2004,MO 2m,13:20,647.2
Nov 2004,09-10/11/2004,MO 2m,13:30,571.5
Nov 2004,09-10/11/2004,MO 2m,13:40,502.8
Nov 2004,09-10/11/2004,MO 2m,13:50,505.7
Nov 2004,09-10/11/2004,MO 2m,14:00,505.1
Nov 2004,09-10/11/2004,MO 2m,14:10,462.2
Nov 2004,09-10/11/2004,MO 2m,14:20,437.5
Nov 2004,09-10/11/2004,MO 2m,14:30,436.2
Nov 2004,09-10/11/2004,MO 2m,14:40,576.3
Nov 2004,09-10/11/2004,MO 2m,14:50,578.6
Nov 2004,09-10/11/2004,MO 2m,15:00,513.8
Nov 2004,09-10/11/2004,MO 2m,15:10,309.7
Nov 2004,09-10/11/2004,MO 2m,15:20,311.8
Nov 2004,09-10/11/2004,MO 2m,15:30,303.8
Nov 2004,09-10/11/2004,MO 2m,15:40,374.6
Nov 2004,09-10/11/2004,MO 2m,15:50,345.5
Nov 2004,09-10/11/2004,MO 2m,16:00,334.7
Nov 2004,09-10/11/2004,MO 2m,16:10,402.7
Nov 2004,09-10/11/2004,MO 2m,16:20,362.5
Nov 2004,09-10/11/2004,MO 2m,16:30,263.5
Nov 2004,09-10/11/2004,MO 2m,16:40,317.4
Nov 2004,09-10/11/2004,MO 2m,16:50,385.0
Nov 2004,09-10/11/2004,MO 2m,17:00,386.6
Nov 2004,09-10/11/2004,MO 2m,17:10,264.4
Nov 2004,09-10/11/2004,MO 2m,17:20,192.4
Nov 2004,09-10/11/2004,MO 2m,17:30,130.6
Nov 2004,09-10/11/2004,MO 2m,17:40,75.33
Nov 2004,09-10/11/2004,MO 2m,17:50,71.14
Nov 2004,09-10/11/2004,MO 2m,18:00,67.33
Nov 2004,09-10/11/2004,MO 2m,18:10,60.92
Nov 2004,09-10/11/2004,MO 2m,18:20,61.9
Nov 2004,09-10/11/2004,MO 2m,18:30,40.19
Nov 2004,09-10/11/2004,MO 2m,18:40,20.191
Nov 2004,09-10/11/2004,MO 2m,18:50,2.178
Nov 2004,09-10/11/2004,MO 2m,5:50,2.451
Nov 2004,09-10/11/2004,MO 2m,6:00,6.818
Nov 2004,09-10/11/2004,MO 2m,6:10,9.37
Nov 2004,09-10/11/2004,MO 2m,6:20,21.34
Nov 2004,09-10/11/2004,MO 2m,6:30,36.8
Nov 2004,09-10/11/2004,MO 2m,6:40,52.78
Nov 2004,09-10/11/2004,MO 2m,6:50,49.93
Nov 2004,09-10/11/2004,MO 2m,7:00,25.12
Nov 2004,09-10/11/2004,MO 2m,7:10,20.89
Nov 2004,09-10/11/2004,MO 2m,7:20,26.9
Nov 2004,09-10/11/2004,MO 2m,7:30,25.65
Nov 2004,09-10/11/2004,MO 2m,7:40,32.31
Nov 2004,09-10/11/2004,MO 2m,7:50,56.6
Nov 2004,09-10/11/2004,MO 2m,8:00,103.4
Nov 2004,09-10/11/2004,MO 2m,8:10,83.46
Nov 2004,09-10/11/2004,MO 2m,8:20,258.1
Nov 2004,09-10/11/2004,MO 2m,8:30,357.9
Nov 2004,09-10/11/2004,MO 2m,8:40,232.9
Nov 2004,09-10/11/2004,MO 2m,8:50,225.7
Nov 2004,09-10/11/2004,MO 2m,9:00,151.2
Nov 2004,09-10/11/2004,MO 2m,9:10,118.6
Nov 2004,09-10/11/2004,MO 2m,9:20,261.5
Nov 2004,09-10/11/2004,MO 2m,9:30,387.0
Nov 2004,09-10/11/2004,MO 2m,9:40,442.8
Nov 2004,09-10/11/2004,MO 2m,9:50,277.3
Nov 2004,07-08/11/2004,Open area 2m,10:00,1767.0
Nov 2004,07-08/11/2004,Open area 2m,10:10,1820.0
Nov 2004,07-08/11/2004,Open area 2m,10:20,1866.0
Nov 2004,07-08/11/2004,Open area 2m,10:30,1902.0
Nov 2004,07-08/11/2004,Open area 2m,10:40,1848.0
Nov 2004,07-08/11/2004,Open area 2m,10:50,1852.0
Nov 2004,07-08/11/2004,Open area 2m,11:00,1785.0
Nov 2004,07-08/11/2004,Open area 2m,11:10,2074.0
Nov 2004,07-08/11/2004,Open area 2m,11:20,2026.0
Nov 2004,07-08/11/2004,Open area 2m,11:30,2074.0
Nov 2004,07-08/11/2004,Open area 2m,11:40,2101.0
Nov 2004,07-08/11/2004,Open area 2m,11:50,2116.0
Nov 2004,07-08/11/2004,Open area 2m,12:00,1854.0
Nov 2004,07-08/11/2004,Open area 2m,12:10,2154.0
Nov 2004,07-08/11/2004,Open area 2m,12:20,2118.0
Nov 2004,07-08/11/2004,Open area 2m,12:30,2112.0
Nov 2004,07-08/11/2004,Open area 2m,12:40,2010.0
Nov 2004,07-08/11/2004,Open area 2m,12:50,1979.0
Nov 2004,07-08/11/2004,Open area 2m,13:00,1906.0
Nov 2004,07-08/11/2004,Open area 2m,13:10,2149.0
Nov 2004,07-08/11/2004,Open area 2m,13:20,1767.0
Nov 2004,07-08/11/2004,Open area 2m,13:30,2110.0
Nov 2004,07-08/11/2004,Open area 2m,13:40,1390.0
Nov 2004,07-08/11/2004,Open area 2m,13:50,1311.0
Nov 2004,07-08/11/2004,Open area 2m,14:00,1944.0
Nov 2004,07-08/11/2004,Open area 2m,14:10,1894.0
Nov 2004,07-08/11/2004,Open area 2m,14:20,1669.0
Nov 2004,07-08/11/2004,Open area 2m,14:30,1065.0
Nov 2004,07-08/11/2004,Open area 2m,14:40,897.3
Nov 2004,07-08/11/2004,Open area 2m,14:50,921.0
Nov 2004,07-08/11/2004,Open area 2m,15:00,1783.0
Nov 2004,07-08/11/2004,Open area 2m,15:10,1601.0
Nov 2004,07-08/11/2004,Open area 2m,15:20,1408.0
Nov 2004,07-08/11/2004,Open area 2m,15:30,1676.0
Nov 2004,07-08/11/2004,Open area 2m,15:40,1526.0
Nov 2004,07-08/11/2004,Open area 2m,15:50,1444.0
Nov 2004,07-08/11/2004,Open area 2m,16:00,1247.0
Nov 2004,07-08/11/2004,Open area 2m,16:10,1217.0
Nov 2004,07-08/11/2004,Open area 2m,16:20,1014.0
Nov 2004,07-08/11/2004,Open area 2m,16:30,1041.0
Nov 2004,07-08/11/2004,Open area 2m,16:40,964.8
Nov 2004,07-08/11/2004,Open area 2m,16:50,902.1
Nov 2004,07-08/11/2004,Open area 2m,17:00,884.8
Nov 2004,07-08/11/2004,Open area 2m,17:10,789.4
Nov 2004,07-08/11/2004,Open area 2m,17:20,705.8
Nov 2004,07-08/11/2004,Open area 2m,17:30,564.2
Nov 2004,07-08/11/2004,Open area 2m,17:40,559.0
Nov 2004,07-08/11/2004,Open area 2m,17:50,462.4
Nov 2004,07-08/11/2004,Open area 2m,18:00,340.3
Nov 2004,07-08/11/2004,Open area 2m,18:10,263.8
Nov 2004,07-08/11/2004,Open area 2m,18:20,192.7
Nov 2004,07-08/11/2004,Open area 2m,18:30,98.4
Nov 2004,07-08/11/2004,Open area 2m,18:40,19.56
Nov 2004,07-08/11/2004,Open area 2m,18:50,3.111
Nov 2004,07-08/11/2004,Open area 2m,5:50,2.79
Nov 2004,07-08/11/2004,Open area 2m,6:00,11.74
Nov 2004,07-08/11/2004,Open area 2m,6:10,20.69
Nov 2004,07-08/11/2004,Open area 2m,6:20,79.64
Nov 2004,07-08/11/2004,Open area 2m,6:30,88.59
Nov 2004,07-08/11/2004,Open area 2m,6:40,97.54
Nov 2004,07-08/11/2004,Open area 2m,6:50,214.5
Nov 2004,07-08/11/2004,Open area 2m,7:00,494.8
Nov 2004,07-08/11/2004,Open area 2m,7:10,573.4
Nov 2004,07-08/11/2004,Open area 2m,7:20,654.1
Nov 2004,07-08/11/2004,Open area 2m,7:30,735.2
Nov 2004,07-08/11/2004,Open area 2m,7:40,816.2
Nov 2004,07-08/11/2004,Open area 2m,7:50,896.7
Nov 2004,07-08/11/2004,Open area 2m,8:00,956.2
Nov 2004,07-08/11/2004,Open area 2m,8:10,1023.0
Nov 2004,07-08/11/2004,Open area 2m,8:20,1114.0
Nov 2004,07-08/11/2004,Open area 2m,8:30,1171.0
Nov 2004,07-08/11/2004,Open area 2m,8:40,1142.0
Nov 2004,07-08/11/2004,Open area 2m,8:50,1147.0
Nov 2004,07-08/11/2004,Open area 2m,9:00,1415.0
Nov 2004,07-08/11/2004,Open area 2m,9:10,1480.0
Nov 2004,07-08/11/2004,Open area 2m,9:20,1539.0
Nov 2004,07-08/11/2004,Open area 2m,9:30,1599.0
Nov 2004,07-08/11/2004,Open area 2m,9:40,1663.0
Nov 2004,07-08/11/2004,Open area 2m,9:50,1720.0
Nov 2004,08-09/11/2004,Open area 2m,10:00,1823.0
Nov 2004,08-09/11/2004,Open area 2m,10:10,1854.0
Nov 2004,08-09/11/2004,Open area 2m,10:20,1937.0
Nov 2004,08-09/11/2004,Open area 2m,10:30,1186.0
Nov 2004,08-09/11/2004,Open area 2m,10:40,1303.0
Nov 2004,08-09/11/2004,Open area 2m,10:50,1211.0
Nov 2004,08-09/11/2004,Open area 2m,11:00,1218.0
Nov 2004,08-09/11/2004,Open area 2m,11:10,898.8
Nov 2004,08-09/11/2004,Open area 2m,11:20,1321.0
Nov 2004,08-09/11/2004,Open area 2m,11:30,1174.0
Nov 2004,08-09/11/2004,Open area 2m,11:40,2198.0
Nov 2004,08-09/11/2004,Open area 2m,11:50,1757.0
Nov 2004,08-09/11/2004,Open area 2m,12:00,1809.0
Nov 2004,08-09/11/2004,Open area 2m,12:10,2133.0
Nov 2004,08-09/11/2004,Open area 2m,12:20,1893.0
Nov 2004,08-09/11/2004,Open area 2m,12:30,2250.0
Nov 2004,08-09/11/2004,Open area 2m,12:40,1995.0
Nov 2004,08-09/11/2004,Open area 2m,12:50,2031.0
Nov 2004,08-09/11/2004,Open area 2m,13:00,2121.0
Nov 2004,08-09/11/2004,Open area 2m,13:10,2089.0
Nov 2004,08-09/11/2004,Open area 2m,13:20,1461.0
Nov 2004,08-09/11/2004,Open area 2m,13:30,1494.0
Nov 2004,08-09/11/2004,Open area 2m,13:40,1320.0
Nov 2004,08-09/11/2004,Open area 2m,13:50,1788.0
Nov 2004,08-09/11/2004,Open area 2m,14:00,1136.0
Nov 2004,08-09/11/2004,Open area 2m,14:10,1342.0
Nov 2004,08-09/11/2004,Open area 2m,14:20,1347.0
Nov 2004,08-09/11/2004,Open area 2m,14:30,1464.0
Nov 2004,08-09/11/2004,Open area 2m,14:40,1824.0
Nov 2004,08-09/11/2004,Open area 2m,14:50,1347.0
Nov 2004,08-09/11/2004,Open area 2m,15:00,786.4
Nov 2004,08-09/11/2004,Open area 2m,15:10,1147.0
Nov 2004,08-09/11/2004,Open area 2m,15:20,1221.0
Nov 2004,08-09/11/2004,Open area 2m,15:30,1235.0
Nov 2004,08-09/11/2004,Open area 2m,15:40,1149.0
Nov 2004,08-09/11/2004,Open area 2m,15:50,946.1
Nov 2004,08-09/11/2004,Open area 2m,16:00,1033.0
Nov 2004,08-09/11/2004,Open area 2m,16:10,1014.0
Nov 2004,08-09/11/2004,Open area 2m,16:20,769.5
